rationale_id,question_id,option_id_nullable,rationale_type,rationale_text
rat_001590,q_paramedic_000318,,teaching_point,Review Pelvic Injury and repeat a linked scenario if missed twice.
rat_001591,q_paramedic_000319,opt_001273,incorrect_option,The other actions delay patient-centered care.
rat_001592,q_paramedic_000319,opt_001274,incorrect_option,The other actions delay patient-centered care.
rat_001593,q_paramedic_000319,opt_001275,incorrect_option,The other actions delay patient-centered care.
rat_001594,q_paramedic_000319,opt_001276,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001595,q_paramedic_000319,,teaching_point,Review Extremity Injury and repeat a linked scenario if missed twice.
rat_001596,q_paramedic_000320,opt_001277,correct,Trends and response guide receiving care.
rat_001597,q_paramedic_000320,opt_001278,incorrect_option,The other options are irrelevant or unsafe.
rat_001598,q_paramedic_000320,opt_001279,incorrect_option,The other options are irrelevant or unsafe.
rat_001599,q_paramedic_000320,opt_001280,incorrect_option,The other options are irrelevant or unsafe.
rat_001600,q_paramedic_000320,,teaching_point,Review Burns and repeat a linked scenario if missed twice.
rat_001601,q_paramedic_000321,opt_001281,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001602,q_paramedic_000321,opt_001282,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001603,q_paramedic_000321,opt_001283,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001604,q_paramedic_000321,opt_001284,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001605,q_paramedic_000321,,teaching_point,Review Crush Injury and repeat a linked scenario if missed twice.
rat_001606,q_paramedic_000322,opt_001285,incorrect_option,The distractors delay assessment or treatment.
rat_001607,q_paramedic_000322,opt_001286,correct,Primary assessment and life threats come before detailed history.
rat_001608,q_paramedic_000322,opt_001287,incorrect_option,The distractors delay assessment or treatment.
rat_001609,q_paramedic_000322,opt_001288,incorrect_option,The distractors delay assessment or treatment.
rat_001610,q_paramedic_000322,,teaching_point,Review Trauma Triage and repeat a linked scenario if missed twice.
rat_001611,q_paramedic_000323,opt_001289,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001612,q_paramedic_000323,opt_001290,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001613,q_paramedic_000323,opt_001291,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001614,q_paramedic_000323,opt_001292,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001615,q_paramedic_000323,,teaching_point,Review Special Trauma and repeat a linked scenario if missed twice.
rat_001616,q_paramedic_000324,opt_001293,incorrect_option,The other actions delay patient-centered care.
rat_001617,q_paramedic_000324,opt_001294,incorrect_option,The other actions delay patient-centered care.
rat_001618,q_paramedic_000324,opt_001295,incorrect_option,The other actions delay patient-centered care.
rat_001619,q_paramedic_000324,opt_001296,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001620,q_paramedic_000324,,teaching_point,Review Altered Mental Status and repeat a linked scenario if missed twice.
rat_001621,q_paramedic_000325,opt_001297,correct,Trends and response guide receiving care.
rat_001622,q_paramedic_000325,opt_001298,incorrect_option,The other options are irrelevant or unsafe.
rat_001623,q_paramedic_000325,opt_001299,incorrect_option,The other options are irrelevant or unsafe.
rat_001624,q_paramedic_000325,opt_001300,incorrect_option,The other options are irrelevant or unsafe.
rat_001625,q_paramedic_000325,,teaching_point,Review Stroke and repeat a linked scenario if missed twice.
rat_001626,q_paramedic_000326,opt_001301,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001627,q_paramedic_000326,opt_001302,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001628,q_paramedic_000326,opt_001303,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001629,q_paramedic_000326,opt_001304,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001630,q_paramedic_000326,,teaching_point,Review Seizure and repeat a linked scenario if missed twice.
rat_001631,q_paramedic_000327,opt_001305,incorrect_option,The distractors delay assessment or treatment.
rat_001632,q_paramedic_000327,opt_001306,correct,Primary assessment and life threats come before detailed history.
rat_001633,q_paramedic_000327,opt_001307,incorrect_option,The distractors delay assessment or treatment.
rat_001634,q_paramedic_000327,opt_001308,incorrect_option,The distractors delay assessment or treatment.
rat_001635,q_paramedic_000327,,teaching_point,Review Diabetes and repeat a linked scenario if missed twice.
rat_001636,q_paramedic_000328,opt_001309,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001637,q_paramedic_000328,opt_001310,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001638,q_paramedic_000328,opt_001311,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001639,q_paramedic_000328,opt_001312,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001640,q_paramedic_000328,,teaching_point,Review Toxicology and repeat a linked scenario if missed twice.
rat_001641,q_paramedic_000329,opt_001313,incorrect_option,The other actions delay patient-centered care.
rat_001642,q_paramedic_000329,opt_001314,incorrect_option,The other actions delay patient-centered care.
rat_001643,q_paramedic_000329,opt_001315,incorrect_option,The other actions delay patient-centered care.
rat_001644,q_paramedic_000329,opt_001316,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001645,q_paramedic_000329,,teaching_point,Review Sepsis and repeat a linked scenario if missed twice.
rat_001646,q_paramedic_000330,opt_001317,correct,Trends and response guide receiving care.
rat_001647,q_paramedic_000330,opt_001318,incorrect_option,The other options are irrelevant or unsafe.
rat_001648,q_paramedic_000330,opt_001319,incorrect_option,The other options are irrelevant or unsafe.
rat_001649,q_paramedic_000330,opt_001320,incorrect_option,The other options are irrelevant or unsafe.
rat_001650,q_paramedic_000330,,teaching_point,Review Abdominal Pain and repeat a linked scenario if missed twice.
rat_001651,q_paramedic_000331,opt_001321,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001652,q_paramedic_000331,opt_001322,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001653,q_paramedic_000331,opt_001323,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001654,q_paramedic_000331,opt_001324,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001655,q_paramedic_000331,,teaching_point,Review Renal and repeat a linked scenario if missed twice.
rat_001656,q_paramedic_000332,opt_001325,incorrect_option,The distractors delay assessment or treatment.
rat_001657,q_paramedic_000332,opt_001326,correct,Primary assessment and life threats come before detailed history.
rat_001658,q_paramedic_000332,opt_001327,incorrect_option,The distractors delay assessment or treatment.
rat_001659,q_paramedic_000332,opt_001328,incorrect_option,The distractors delay assessment or treatment.
rat_001660,q_paramedic_000332,,teaching_point,Review Behavioral Crisis and repeat a linked scenario if missed twice.
rat_001661,q_paramedic_000333,opt_001329,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001662,q_paramedic_000333,opt_001330,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001663,q_paramedic_000333,opt_001331,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001664,q_paramedic_000333,opt_001332,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001665,q_paramedic_000333,,teaching_point,Review Ob Delivery and repeat a linked scenario if missed twice.
rat_001666,q_paramedic_000334,opt_001333,incorrect_option,The other actions delay patient-centered care.
rat_001667,q_paramedic_000334,opt_001334,incorrect_option,The other actions delay patient-centered care.
rat_001668,q_paramedic_000334,opt_001335,incorrect_option,The other actions delay patient-centered care.
rat_001669,q_paramedic_000334,opt_001336,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001670,q_paramedic_000334,,teaching_point,Review Neonatal Resuscitation and repeat a linked scenario if missed twice.
rat_001671,q_paramedic_000335,opt_001337,correct,Trends and response guide receiving care.
rat_001672,q_paramedic_000335,opt_001338,incorrect_option,The other options are irrelevant or unsafe.
rat_001673,q_paramedic_000335,opt_001339,incorrect_option,The other options are irrelevant or unsafe.
rat_001674,q_paramedic_000335,opt_001340,incorrect_option,The other options are irrelevant or unsafe.
rat_001675,q_paramedic_000335,,teaching_point,Review Pediatrics and repeat a linked scenario if missed twice.
rat_001676,q_paramedic_000336,opt_001341,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001677,q_paramedic_000336,opt_001342,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001678,q_paramedic_000336,opt_001343,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001679,q_paramedic_000336,opt_001344,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001680,q_paramedic_000336,,teaching_point,Review Geriatrics and repeat a linked scenario if missed twice.
rat_001681,q_paramedic_000337,opt_001345,incorrect_option,The distractors delay assessment or treatment.
rat_001682,q_paramedic_000337,opt_001346,correct,Primary assessment and life threats come before detailed history.
rat_001683,q_paramedic_000337,opt_001347,incorrect_option,The distractors delay assessment or treatment.
rat_001684,q_paramedic_000337,opt_001348,incorrect_option,The distractors delay assessment or treatment.
rat_001685,q_paramedic_000337,,teaching_point,Review Allergy Anaphylaxis and repeat a linked scenario if missed twice.
rat_001686,q_paramedic_000338,opt_001349,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001687,q_paramedic_000338,opt_001350,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001688,q_paramedic_000338,opt_001351,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001689,q_paramedic_000338,opt_001352,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001690,q_paramedic_000338,,teaching_point,Review Scene Safety and repeat a linked scenario if missed twice.
